CbRt,SGZ,P,Q,CrRl,AbRl,DfClb,DfRlRt,DfDfClb,ST1,ST2,ST3,ST4,DfST1,DfST2,DfST3,DfST4,Sa,Target
103,7,-0.31,0.14,0.2,-12,-11,-0.004,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.021
163,-40,0.34,-0.04,-0.3,-7,5,0.005,0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
50,1,0.19,0.14,1.4,-6,-15,-0.011,-0.2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.02
72,-2,-0.02,-0.05,-0.5,-6,6,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
-248,1,0.34,0.08,0.7,-12,-8,0.002,0.3,-0.001,-0.001,-0.001,-0.0009,0,0,-0.0002,0,-0.0009,0.026
-184,-52,-0.34,0.07,-1,-17,4,-0.01,0.4,-0.0008,-0.0011,-0.0011,-0.0015,0.0003,0,0.0004,0,-0.0015,0.025
-487,-50,0.41,-0.21,-0.2,-14,21,0.02,1.5,-0.0012,-0.001,-0.001,-0.001,-0.0003,0,0,0,-0.001,0.047
278,-11,-0.03,0.04,-0.7,-8,-3,0.007,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.016
215,-36,0.42,0.13,0.6,-19,5,-0.005,-0.3,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0,0,0,-0.0012,0.022
-81,-16,-0.58,0.03,-0.8,-11,-2,0.006,1,-0.0004,-0.0005,-0.0005,-0.0006,0.0001,0,0.0001,0,-0.0006,0.02
295,-41,0.18,0.05,0.6,-10,0,-0.001,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.032
-13,-11,-0.25,-0.11,0.3,-12,17,-0.002,0,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0,0.0001,0,-0.0008,0.017
-107,-56,0.01,-0.03,1.5,-8,4,-0.03,0.5,-0.001,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.017
91,-18,0.51,0.19,0.9,-10,-15,-0.008,-0.3,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.021
755,11,-0.13,0.03,0.5,-14,1,-0.007,0.8,-0.0011,-0.001,-0.001,-0.001,-0.0002,0,0,0,-0.001,0.021
-520,-27,-0.94,-0.23,-1.6,-17,11,0.029,5.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0.0001,0,-0.0007,0.018
809,0,0.7,0.27,-1.3,-16,-15,0.023,-0.2,-0.0009,-0.0007,-0.0007,-0.0007,-0.0003,0,0,0,-0.0007,0.038
85,-25,0.31,0.01,-1.5,-17,12,0.017,0.1,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.019
-425,-28,-0.24,-0.06,0.9,-14,4,0.002,2.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.016
127,-20,0.01,-0.05,0.5,-5,6,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
-21,-15,-0.41,0.28,0.2,-13,-17,-0.012,0,-0.0017,-0.0018,-0.0018,-0.0018,0.0001,0,0,0,-0.0018,0.041
389,-35,0.39,0.05,0.7,-10,-1,-0.005,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.02
-335,1,-0.08,0.23,-1,-11,-21,0.008,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-74,-52,-0.64,-0.05,-0.5,-9,8,-0.016,-0.2,-0.0009,-0.0011,-0.0011,-0.0012,0.0002,0,0.0001,0,-0.0012,0.027
-161,-62,0.03,0.03,-1.7,-8,-2,0.017,0,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.015
-310,-32,-0.35,-0.04,1.2,-12,8,-0.006,0.3,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,0.016
589,-62,-0.2,-0.24,1.3,-9,29,0.002,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-141,14,-0.02,0.05,-0.2,-9,-3,0,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
474,-31,-0.24,-0.1,0.5,-7,12,-0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.022
-131,-26,0.34,-0.07,0.8,-12,14,-0.013,0.9,-0.0011,-0.0011,-0.0011,-0.001,-0.0002,0,-0.0002,0,-0.001,0.019
129,-6,0.5,0.12,0.2,-11,-12,0.002,0.7,-0.0006,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,0.02
-359,21,-0.29,-0.03,0.3,-6,3,-0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-56,-35,-0.02,0.11,-0.3,-6,-3,0.002,-1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.046
63,-13,0.15,-0.04,-1,-7,5,0.01,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
159,-13,-0.09,0.11,-2.2,-10,-8,0.011,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.028
241,29,-0.09,0,-1.7,-9,3,0.015,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-215,9,0.03,0.13,1,-9,-13,-0.019,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
357,-61,-0.1,-0.18,0.6,-9,23,-0.006,0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
176,-41,-0.03,-0.17,-1.2,-7,19,0.013,0,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.018
197,-23,-0.28,0.01,1.3,-6,-1,-0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
411,-23,-0.24,0.18,-0.7,-21,4,-0.009,-0.3,-0.0016,-0.0018,-0.0018,-0.0018,0.0002,0,0,0,-0.0018,0.028
-142,-14,-0.31,0.03,-0.5,-11,-2,0.006,1.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.018
40,-18,-0.19,0.11,-0.8,-15,-2,0.006,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.03
-670,-18,-0.07,0.08,0.8,-15,-3,-0.024,0.5,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,0.023
466,-39,0.48,0.07,-0.4,-11,1,0.003,-0.3,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.055
-4,18,0.01,0,-0.1,-12,5,-0.003,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
-218,-19,-0.17,0.14,-0.8,-14,-2,0.001,-0.5,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.037
-330,-30,0.31,0.1,1.3,-15,2,-0.012,-0.5,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.034
102,-9,-0.24,0.08,0.3,-12,-4,-0.008,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
323,-55,-0.17,0.24,-1.6,-21,5,0.024,-1.7,-0.0009,-0.0009,-0.0009,-0.0009,-0.0002,0,0,0,-0.0009,0.022
473,-24,-0.49,0.01,0.8,-9,3,-0.009,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
179,-15,0.22,-0.05,-0.3,-13,12,0.016,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
-239,-32,-0.14,0.09,0.9,-12,-3,-0.012,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.023
464,-16,-0.24,0.04,1.4,-16,7,-0.02,0,-0.002,-0.002,-0.002,-0.002,0,0,-0.0001,0,-0.002,0.034
61,1,-0.33,0.15,-0.5,-15,-6,-0.027,0,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.019
-102,-25,-0.42,0.03,1.2,-11,2,-0.009,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.021
418,-20,-0.09,0.02,-0.5,-15,9,-0.003,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.021
-147,27,0.24,0.02,0.7,-7,-9,-0.012,1.6,-0.0008,-0.0008,-0.0008,-0.0007,0,0,-0.0002,0,-0.0007,0.021
88,-18,-0.02,0.03,-1.6,-14,6,0.015,-0.1,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0,-0.0002,0,-0.0006,0.019
300,7,0.14,0.03,-0.1,-9,-2,-0.002,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.02
202,3,0.12,-0.01,-1,-7,1,0.01,0.4,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
460,15,-0.32,0.11,0.1,-8,-12,-0.006,0.5,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0.0001,0,-0.0006,0.021
304,6,0,-0.02,-1.2,-7,10,0.009,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
136,-14,-0.17,-0.03,-0.6,-7,5,0.004,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-282,-13,-0.42,0.25,-0.9,-11,-22,0.004,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
659,33,-0.47,0.07,-0.7,-9,-6,0.002,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.022
-126,-30,-0.22,0.01,-0.9,-7,1,0.003,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.038
414,16,-0.34,-0.08,-1.7,-10,12,0.016,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
63,-61,0.42,0.03,-0.1,-7,-1,0.003,-0.3,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.018
-190,-18,0.43,0.22,0.1,-12,-7,-0.004,-2.5,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.021
48,-44,0.27,0.13,0.9,-15,0,-0.01,-0.9,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.024
302,-4,-0.33,0.17,-0.8,-20,0,-0.003,0,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0,0,0,-0.0012,0.021
-152,12,-0.16,0.02,1.2,-5,-3,-0.007,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
462,37,0.09,0.01,-0.8,-12,6,0.012,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.023
-136,-32,0.07,0.14,0.5,-16,-5,-0.006,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.022
651,-49,0.27,-0.02,-1.7,-22,23,0.038,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.025
505,6,-0.4,0.23,0.9,-9,-21,-0.017,0.3,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.022
116,-21,-0.48,0.02,-1.9,-17,9,0.018,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.024
158,-24,0.11,0.07,-0.9,-9,-6,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
48,14,0.3,0.02,-0.8,-14,5,0.017,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
-165,-36,-0.38,0.02,0.3,-12,9,-0.009,-0.4,-0.0014,-0.0014,-0.0014,-0.0015,0,0,0.0001,0,-0.0015,0.036
-56,-75,0.48,-0.03,-1.1,-12,9,0.01,-0.2,-0.0012,-0.0009,-0.0009,-0.0008,-0.0004,0,-0.0002,0,-0.0008,0.034
16,15,0.14,0.12,0,-6,-13,0.001,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
17,-10,0.23,0.12,1.7,-7,-12,-0.009,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
168,30,-0.26,0.07,-0.2,-6,-7,0.003,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.023
-420,-18,-0.2,0.08,0.1,-12,-4,-0.015,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.018
405,-22,0.21,-0.08,-0.5,-6,11,0.01,-0.4,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.018
289,19,0.22,0.08,-0.4,-6,-9,0.002,0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.02
-505,-32,-0.21,-0.05,1.6,-4,6,-0.01,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
-130,-6,-0.21,0.12,-1.2,-10,-10,0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
-74,-38,-0.32,-0.09,1.5,-6,14,-0.01,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0001,0,0,0,-0.0005,0.016
158,-36,0.59,-0.09,-0.3,-14,18,0.018,-0.2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.022
52,19,0.38,0.16,2.2,-14,-8,-0.015,-0.3,-0.0014,-0.0014,-0.0014,-0.0013,0,0,-0.0002,0,-0.0013,0.029
10,-19,0.07,0.05,0.3,-7,-5,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-11,12,0.32,0.06,-0.3,-8,-4,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.022
77,-28,-1.07,0.13,-0.5,-18,-1,-0.002,0.3,-0.0012,-0.0014,-0.0014,-0.0015,0.0002,0,0.0001,0,-0.0015,0.024
92,1,0.15,-0.11,-0.6,-7,13,0.012,-0.3,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.018
79,-34,-0.69,0.02,-1.2,-8,-6,0.012,0.3,-0.0003,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
-7,-15,-0.22,0.07,1.3,-14,1,-0.009,0,-0.0009,-0.0009,-0.0009,-0.001,0,0,0.0001,0,-0.001,0.02
36,-62,-0.2,-0.02,-0.9,-12,8,0.001,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.019
35,8,0.2,0.15,0.6,-6,-20,-0.009,1.4,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.022
-194,-53,-0.34,0.2,1.7,-12,-17,-0.043,-0.7,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.015
-449,18,0.13,0.13,0.1,-6,-14,-0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
299,-8,-0.24,0.03,-0.5,-16,9,0.007,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.032
463,12,0.07,0.08,1.1,-14,-2,-0.014,-0.6,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.024
105,-6,0.38,-0.11,-1.3,-8,8,0.014,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.03
350,23,-0.02,-0.02,0.2,-10,5,0,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
-172,-29,0.48,0.17,-1,-19,3,0.013,-0.2,-0.0016,-0.0015,-0.0015,-0.0015,-0.0002,0,0,0,-0.0015,0.042
-191,-16,-0.07,0.02,2.2,-12,7,-0.024,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.019
-510,10,0.04,0.15,-0.3,-8,-12,0.002,-1.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-58,32,-0.21,0.08,0.5,-6,-8,-0.012,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.016
112,-32,-0.18,-0.09,0.2,-6,10,0.006,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
-250,4,-0.28,0.08,0.5,-6,-9,-0.006,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-363,19,0.14,0.38,0.4,-20,-20,0.004,0,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.026
289,15,0.16,0.26,-0.9,-19,-13,-0.01,0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.022
-352,18,0.1,0.03,0.9,-5,-4,-0.009,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-77,6,-0.43,0.14,0.1,-11,-13,-0.003,0.4,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
-220,-22,-0.03,-0.1,0.7,-12,-5,-0.013,3.1,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.017
-169,-37,-0.16,-0.02,-1.3,-8,4,0.012,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.014
-112,-14,-0.58,0.1,0.2,-13,-5,-0.027,0,-0.0009,-0.001,-0.001,-0.0013,0.0001,0,0.0003,0,-0.0013,0.019
68,-42,-0.15,0,-1.7,-15,10,0.01,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
-16,-19,0.18,0.17,-0.2,-6,-18,-0.004,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.041
-171,-22,0.64,0.16,-0.2,-13,-10,0.014,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.018
-211,-22,-0.61,0.04,-0.3,-15,9,-0.019,0.6,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0,0,0,-0.0013,0.014
-106,-12,-0.15,-0.01,0.2,-6,1,-0.001,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
-216,-40,-0.02,-0.04,-1.6,-11,9,0.009,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.015
-254,-44,0.17,-0.03,0.4,-6,3,-0.007,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
-75,7,0.02,0.18,-0.7,-13,-4,0.004,-1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.053
-156,-19,-0.16,-0.04,0.9,-10,6,0.007,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
12,-17,0.04,0.04,0,-7,-3,0.007,0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,-0.0001,0,-0.0003,0.019
-412,-46,-0.49,-0.08,2.3,-16,14,-0.027,2.1,-0.0015,-0.0016,-0.0016,-0.0016,0.0001,0,0,0,-0.0016,0.023
-46,-13,0.43,-0.04,0.7,-7,8,-0.006,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-184,-56,0.38,0.04,0.7,-17,15,0.024,-1.4,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.024
-184,-53,0.02,0.03,-1.2,-17,12,0.024,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.016
-460,2,-0.05,0.07,1.6,-11,0,-0.022,0.6,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.016
-109,-9,-0.69,0.18,-0.6,-11,-14,0.005,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
-290,64,0.26,0.17,1.4,-5,-20,-0.013,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-218,-13,-0.47,0.11,0.7,-10,-9,-0.004,0.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
166,13,0.03,0.27,-1.4,-16,-16,0.016,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.023
-107,-17,0.02,0.04,0.2,-9,-2,-0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
82,-5,-0.47,0.17,-0.4,-7,-27,-0.009,2.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
-112,-21,-0.23,-0.11,1.5,-5,-2,-0.02,3.6,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.017
-73,-6,-0.51,-0.07,-1.1,-8,10,-0.002,1.8,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.024
-146,15,-0.13,0.14,-0.7,-14,-8,-0.007,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.018
481,4,0.45,0.02,0,-12,4,0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
-111,18,0.32,0.2,-1.6,-11,-17,0.018,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.021
-232,-18,-0.25,0.03,0.3,-12,5,-0.005,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.02
-342,-26,-0.19,-0.01,0.9,-8,3,-0.016,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.015
-24,-2,-0.18,0.05,-0.7,-8,-4,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
-399,-44,-0.04,0.05,2.1,-13,2,-0.021,0,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.017
-317,-31,-0.45,0.23,0.8,-17,-9,0.004,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.023
-268,15,0.45,0.01,0.1,-10,-5,0.01,0.4,-0.0005,-0.0005,-0.0005,-0.0004,0,0,-0.0002,0,-0.0004,0.018
16,-17,-0.34,-0.1,0,-6,-3,-0.009,1.5,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.05
-121,-48,-0.04,0.17,1.1,-9,-17,-0.023,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.015
123,-22,0.21,-0.08,0.7,-6,9,-0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
231,50,-0.4,0.16,-1,-11,-14,0.006,0.1,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,0.028
-241,-27,-0.17,0.01,-1.7,-9,2,-0.004,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.014
36,-37,-0.07,0.13,-0.2,-14,-2,-0.005,-0.2,-0.0024,-0.0024,-0.0024,-0.0024,0,0,0,0,-0.0024,0.054
320,-13,-0.32,0.04,0.6,-13,5,-0.006,0,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,0.041
-227,24,0.21,0.27,0.5,-12,-23,-0.01,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
143,-26,-0.06,-0.03,-1.5,-8,6,0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-674,-21,0.06,0.03,1.3,-5,-3,-0.003,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.015
228,-2,-0.13,-0.09,-0.3,-10,13,0.004,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
-30,-54,-0.29,-0.18,1.2,-12,24,0.01,0.1,-0.0004,-0.0004,-0.0004,-0.0006,0,0,0.0001,0,-0.0006,0.015
-199,-68,-0.18,-0.04,1.9,-4,4,-0.013,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.023
-68,15,-0.34,0.04,0.5,-18,9,-0.023,0.3,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,0.024
-255,-48,-0.3,0.11,1.1,-18,3,-0.014,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.02
-171,-28,-0.44,0.06,0.7,-15,4,-0.02,0,-0.0009,-0.001,-0.001,-0.0013,0.0001,0,0.0002,0,-0.0013,0.017
-157,-16,0.06,-0.04,0.7,-6,5,-0.007,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
565,26,0.16,0.03,0.6,-5,-3,0.001,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
-82,-4,0.12,0.11,0.7,-11,-8,-0.004,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.021
490,-5,-0.41,0.13,-0.8,-14,-6,0.01,0.1,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.027
55,12,0.23,0.06,0.3,-10,-3,-0.006,-0.2,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.019
-424,-8,-0.48,-0.06,1.2,-11,7,-0.015,1.4,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.014
-107,33,0.16,0.01,-1.4,-9,2,0.018,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.021
352,-27,0.48,-0.16,0.5,-7,18,-0.001,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
289,-23,0.21,-0.08,-1.1,-12,14,0.015,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.018
270,-70,0.2,0.23,0.5,-9,-20,-0.008,-1.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
-652,-11,-0.12,0.15,0.2,-12,-12,0.003,1.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
-111,-12,-0.11,-0.03,0.9,-5,3,-0.007,-0.2,-0.0004,-0.0005,-0.0005,-0.0006,0.0001,0,0,0,-0.0006,0.026
-260,20,0.17,0.14,-1.9,-8,-13,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
226,-7,0.23,-0.02,-0.7,-7,3,0.01,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.02
-182,-15,0.11,-0.18,2,-7,-3,-0.02,3.9,-0.0007,-0.0007,-0.0007,-0.0008,0,0,0,0,-0.0008,0.016
-166,-33,0.39,0.2,0.5,-15,-8,-0.003,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.027
